,property_id,property_type,price,city,province_name,latitude,longitude,baths,bedrooms,date_added,agency,agent,Total_Area,year,month,date
102659,16924119,Flat,50000,Rawalpindi,Punjab,33.531951,73.115215,2,3,2019-06-28,Excel Estate & Builder,Subhan,14429.302999999998,2019,6,2019-06-01
102660,16924470,House,60000,Rawalpindi,Punjab,33.531951,73.115215,5,4,2019-06-28,Excel Estate & Builder,Subhan,2722.51,2019,6,2019-06-01
102661,16924830,House,16500000,Lahore,Punjab,31.588187,74.41412,6,6,2019-06-26,Khawaja's Real Estate Advisors,Irfan Hafeez,2722.51,2019,6,2019-06-01
102662,16924834,House,20000000,Lahore,Punjab,31.467545,74.4207,4,3,2019-06-29,Tameer Real Estate Consultant And Builders,Zeeshan Ahmed,1361.255,2019,6,2019-06-01
102663,16924836,House,4800000,Lahore,Punjab,31.346825,74.378564,4,4,2019-06-26,Heaven Properties,"Asim Khan, Ch. Nadeem",1089.004,2019,6,2019-06-01
102665,16924845,House,8200000,Lahore,Punjab,31.409436,74.188914,3,3,2019-06-26,Hasnain Estate & Builders,Ijaz Hussian,816.7529999999999,2019,6,2019-06-01
102666,16924881,House,27000000,Lahore,Punjab,31.566287,74.298735,7,7,2019-06-27,Al Khaiber Estate and Builder,Mian Khurram,4356.016,2019,6,2019-06-01
102667,16924963,House,35000000,Lahore,Punjab,31.462347,74.293642,6,5,2019-06-26,Adil Constructions Builders & Real Estate,Ch. Irfan Ali,3267.012,2019,6,2019-06-01
102668,16924997,House,20000000,Lahore,Punjab,31.462493,74.452372,4,3,2019-06-26,Khawaja's Real Estate Advisors,Irfan Hafeez,1905.757,2019,6,2019-06-01
102669,16925016,House,21000000,Lahore,Punjab,31.467545,74.4207,4,3,2019-06-26,Tameer Real Estate Consultant And Builders,Zeeshan Ahmed,1361.255,2019,6,2019-06-01
102670,16925107,Flat,11500000,Lahore,Punjab,31.466814,74.381748,1,1,2019-06-26,Panjtan Estate,Hamid Subhani,7623.027999999999,2019,6,2019-06-01
102671,16925112,House,24500000,Lahore,Punjab,31.458979,74.373565,0,5,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,5445.0,2019,6,2019-06-01
102672,16925113,House,31000000,Lahore,Punjab,31.458979,74.373565,0,5,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,5445.0,2019,6,2019-06-01
102673,16925114,House,17500000,Lahore,Punjab,31.458979,74.373565,0,5,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,2722.51,2019,6,2019-06-01
102674,16925115,House,19500000,Lahore,Punjab,31.458979,74.373565,0,4,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,2722.51,2019,6,2019-06-01
102675,16925116,House,22500000,Lahore,Punjab,31.458979,74.373565,0,4,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,2722.51,2019,6,2019-06-01
102676,16925117,House,10500000,Lahore,Punjab,31.458979,74.373565,0,3,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,1361.255,2019,6,2019-06-01
102677,16925118,House,9800000,Lahore,Punjab,31.458979,74.373565,0,3,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,1361.255,2019,6,2019-06-01
102678,16925119,House,14500000,Lahore,Punjab,31.458979,74.373565,0,3,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,1361.255,2019,6,2019-06-01
102679,16925125,House,27000000,Lahore,Punjab,31.458979,74.373565,0,4,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,2722.51,2019,6,2019-06-01
102680,16925126,House,9000000,Lahore,Punjab,31.44558,74.401217,0,0,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,1361.255,2019,6,2019-06-01
102681,16925136,House,45000000,Lahore,Punjab,31.465422,74.385309,0,5,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,5445.0,2019,6,2019-06-01
102682,16925137,House,35000000,Lahore,Punjab,31.465422,74.385309,0,5,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,5445.0,2019,6,2019-06-01
102683,16925138,House,49500000,Lahore,Punjab,31.465422,74.385309,0,5,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,5445.0,2019,6,2019-06-01
102684,16925139,House,55000000,Lahore,Punjab,31.462493,74.409342,0,5,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,5445.0,2019,6,2019-06-01
102685,16925140,House,36500000,Lahore,Punjab,31.462493,74.409342,0,4,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,2722.51,2019,6,2019-06-01
102686,16925141,House,18500000,Lahore,Punjab,31.475378,74.373808,0,3,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,1361.255,2019,6,2019-06-01
102688,16925185,House,9000000,Lahore,Punjab,31.359647,74.253073,0,3,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,1905.757,2019,6,2019-06-01
102689,16925186,House,9500000,Lahore,Punjab,31.458979,74.373565,0,3,2019-06-26,Khokhar Brothers Estate and Builders,Pervaiz Ahmed Khokhar,1361.255,2019,6,2019-06-01
102690,16925202,House,330000000,Lahore,Punjab,31.522361,74.347172,8,7,2019-06-27,Abdullah Estate & Developer,Abdullah Estate,21780.0,2019,6,2019-06-01
102691,16925204,House,65000000,Lahore,Punjab,31.522361,74.347172,8,7,2019-06-27,Abdullah Estate & Developer,Abdullah Estate,5445.0,2019,6,2019-06-01
102692,16925211,House,45000000,Lahore,Punjab,31.471571,74.445906,6,5,2019-06-26,Lahore Grande Estate,Mian Ali,5445.0,2019,6,2019-06-01
102693,16925227,House,37500000,Lahore,Punjab,31.478745,74.407969,6,5,2019-06-26,Soneri Estate,Umair,5445.0,2019,6,2019-06-01
102694,16925233,House,47000000,Lahore,Punjab,31.471571,74.445906,6,5,2019-06-30,Lahore Grande Estate,Mian Ali,5445.0,2019,6,2019-06-01
102695,16925249,House,31000000,Lahore,Punjab,31.465275,74.291897,6,5,2019-06-29,Iqbal Bhai Builders & Estates,Muhammad Ali,5445.0,2019,6,2019-06-01
102696,16925252,House,46500000,Lahore,Punjab,31.471571,74.445906,6,5,2019-06-30,Lahore Grande Estate,Mian Ali,5445.0,2019,6,2019-06-01
102697,16925296,House,31000000,Lahore,Punjab,31.44785,74.278207,6,5,2019-06-29,Iqbal Bhai Builders & Estates,Muhammad Ali,87120.0,2019,6,2019-06-01
102698,16925306,House,17500000,Lahore,Punjab,31.465275,74.291897,6,5,2019-06-26,Adil Constructions Builders & Real Estate,Ch. Irfan Ali,1361.255,2019,6,2019-06-01
102700,16925380,House,6000000,Lahore,Punjab,31.373864,74.362316,3,3,2019-06-26,A & Zee Associates,Muhammad usman,1361.255,2019,6,2019-06-01
102704,16925465,House,12300000,Lahore,Punjab,31.593305,74.309363,4,3,2019-06-26,Zain Salman Business Management,Wasim Siyal,1633.506,2019,6,2019-06-01
102706,16925499,House,6500000,Lahore,Punjab,31.56211,74.303699,4,4,2019-06-26,Mustafa Karim Properties,M Majid Bashir,6534.023999999999,2019,6,2019-06-01
102707,16925543,House,10500000,Lahore,Punjab,31.390645,74.252887,3,3,2019-06-26,Lahore Gwadar Real Estate,Muhammad Waqas,1361.255,2019,6,2019-06-01
102710,16925588,House,17000000,Lahore,Punjab,31.517283,74.282823,2,2,2019-06-27,Reheem Real Estate,SHEIKH NAJAM,2722.51,2019,6,2019-06-01
102711,16925590,House,12000000,Lahore,Punjab,31.5228,74.293313,3,3,2019-06-27,Reheem Real Estate,SHEIKH NAJAM,1361.255,2019,6,2019-06-01
102712,16925591,House,17500000,Lahore,Punjab,31.539206,74.305515,6,6,2019-06-27,Reheem Real Estate,SHEIKH NAJAM,1361.255,2019,6,2019-06-01
102713,16925593,House,14000000,Lahore,Punjab,31.539206,74.305515,3,3,2019-06-27,Reheem Real Estate,SHEIKH NAJAM,1361.255,2019,6,2019-06-01
102714,16925594,House,5000000,Lahore,Punjab,31.539206,74.305515,3,3,2019-06-27,Reheem Real Estate,SHEIKH NAJAM,816.7529999999999,2019,6,2019-06-01
102715,16925595,House,4700000,Lahore,Punjab,31.539206,74.305515,3,3,2019-06-27,Reheem Real Estate,SHEIKH NAJAM,6806.275,2019,6,2019-06-01
102716,16925597,House,3800000,Lahore,Punjab,31.539206,74.305515,2,2,2019-06-27,Reheem Real Estate,SHEIKH NAJAM,544.502,2019,6,2019-06-01
102717,16925598,House,3600000,Lahore,Punjab,31.539206,74.305515,3,3,2019-06-27,Reheem Real Estate,SHEIKH NAJAM,544.502,2019,6,2019-06-01
102718,16925599,House,16000000,Lahore,Punjab,31.517283,74.282823,4,4,2019-06-27,Reheem Real Estate,SHEIKH NAJAM,1361.255,2019,6,2019-06-01
102719,16925617,House,22500000,Lahore,Punjab,31.517283,74.282823,3,3,2019-06-27,Reheem Real Estate,SHEIKH NAJAM,2994.7609999999995,2019,6,2019-06-01
102723,16925662,House,160000000,Lahore,Punjab,31.451804,74.310436,0,0,2019-06-26,Revelation Estate,Revelation Estate,21780.0,2019,6,2019-06-01
102724,16925686,House,46000000,Lahore,Punjab,31.37928772,74.18130493,6,5,2019-06-26,Locations Property And Construction,Shakeel Chatha,5445.0,2019,6,2019-06-01
102728,16925785,Farm House,25000000,Lahore,Punjab,31.52602,74.446685,0,0,2019-07-03,Sajid Real Estate,Muhammad Waqas,21780.0,2019,7,2019-07-01
102732,16926251,House,7500000,Lahore,Punjab,31.560697,74.421326,0,3,2019-06-26,Nameer Estate Agency,Nasir,1361.255,2019,6,2019-06-01
102733,16926325,Flat,12000000,Lahore,Punjab,31.460187,74.432459,3,3,2019-06-28,Friends Real Estate,Chaudhary Shaukat Ali,31581.116,2019,6,2019-06-01
102734,16926326,House,12000000,Lahore,Punjab,31.460187,74.432459,4,4,2019-06-28,Friends Real Estate,Chaudhary Shaukat Ali,3267.012,2019,6,2019-06-01
102735,16926358,House,38000000,Lahore,Punjab,31.460187,74.432459,4,4,2019-06-27,Askari Estate & Builders,Saeed Khan / M. Noman,5445.0,2019,6,2019-06-01
102736,16926363,House,20500000,Lahore,Punjab,31.460187,74.432459,3,3,2019-06-28,Askari Estate & Builders,Saeed Khan / M. Noman,2722.51,2019,6,2019-06-01
102737,16926364,House,21000000,Lahore,Punjab,31.460187,74.432459,3,3,2019-06-27,Askari Estate & Builders,Saeed Khan / M. Noman,2722.51,2019,6,2019-06-01
102738,16926365,House,23000000,Lahore,Punjab,31.460187,74.432459,4,4,2019-06-27,Askari Estate & Builders,Saeed Khan / M. Noman,2722.51,2019,6,2019-06-01
102739,16926371,House,36000000,Lahore,Punjab,31.460187,74.432459,4,4,2019-06-27,Askari Estate & Builders,Saeed Khan / M. Noman,5445.0,2019,6,2019-06-01
102740,16926372,House,26000000,Lahore,Punjab,31.460187,74.432459,4,4,2019-06-27,Askari Estate & Builders,Saeed Khan / M. Noman,3267.012,2019,6,2019-06-01
102741,16926476,House,16000000,Lahore,Punjab,31.420094,74.254174,4,4,2019-06-27,Empire Real Estate & Builders,Tufail Aslam,1361.255,2019,6,2019-06-01
102742,16926477,House,15500000,Lahore,Punjab,31.420094,74.254174,3,3,2019-06-27,Empire Real Estate & Builders,Tufail Aslam,1361.255,2019,6,2019-06-01
102743,16926478,House,15000000,Lahore,Punjab,31.420094,74.254174,3,3,2019-06-27,Empire Real Estate & Builders,Tufail Aslam,1361.255,2019,6,2019-06-01
102744,16926479,House,14500000,Lahore,Punjab,31.420094,74.254174,3,3,2019-06-27,Empire Real Estate & Builders,Tufail Aslam,1361.255,2019,6,2019-06-01
102745,16926480,House,14000000,Lahore,Punjab,31.420094,74.254174,3,3,2019-06-27,Empire Real Estate & Builders,Tufail Aslam,1361.255,2019,6,2019-06-01
102746,16926481,House,22500000,Lahore,Punjab,31.420094,74.254174,5,5,2019-06-27,Empire Real Estate & Builders,Tufail Aslam,2722.51,2019,6,2019-06-01
102747,16926482,House,26000000,Lahore,Punjab,31.420094,74.254174,5,5,2019-06-27,Empire Real Estate & Builders,Tufail Aslam,2722.51,2019,6,2019-06-01
102748,16926483,House,25000000,Lahore,Punjab,31.420094,74.254174,5,5,2019-06-27,Empire Real Estate & Builders,Tufail Aslam,2722.51,2019,6,2019-06-01
102749,16926484,House,24000000,Lahore,Punjab,31.420094,74.254174,5,5,2019-06-27,Empire Real Estate & Builders,Tufail Aslam,2722.51,2019,6,2019-06-01
102750,16926489,House,24000000,Lahore,Punjab,31.430421,74.267721,5,5,2019-06-27,Empire Real Estate & Builders,Tufail Aslam,2722.51,2019,6,2019-06-01
102751,16926490,House,13000000,Lahore,Punjab,31.430421,74.267721,3,3,2019-06-27,Empire Real Estate & Builders,Tufail Aslam,1361.255,2019,6,2019-06-01
102752,16926494,House,23000000,Lahore,Punjab,31.420094,74.254174,5,5,2019-06-27,Empire Real Estate & Builders,Tufail Aslam,2722.51,2019,6,2019-06-01
102753,16926519,House,3650000,Lahore,Punjab,31.376356,74.263701,1,2,2019-06-30,Al Meezan Associates,Mehtab Ali,1361.255,2019,6,2019-06-01
102754,16926535,House,23000000,Lahore,Punjab,31.434522,74.266148,5,5,2019-06-26,Tanoli Brother Real Estate & Builders,Muhammad Tufail,2722.51,2019,6,2019-06-01
102755,16926550,House,24000000,Lahore,Punjab,31.434522,74.266148,5,5,2019-06-26,Tanoli Brother Real Estate & Builders,Muhammad Tufail,2722.51,2019,6,2019-06-01
102757,16926570,House,13000000,Lahore,Punjab,31.434522,74.266148,3,3,2019-06-26,Tanoli Brother Real Estate & Builders,Muhammad Tufail,1361.255,2019,6,2019-06-01
102758,16926579,House,14000000,Lahore,Punjab,31.434522,74.266148,3,3,2019-06-26,Tanoli Brother Real Estate & Builders,Muhammad Tufail,1361.255,2019,6,2019-06-01
102759,16926589,House,37500000,Lahore,Punjab,31.434522,74.266148,6,6,2019-06-26,Tanoli Brother Real Estate & Builders,Muhammad Tufail,5445.0,2019,6,2019-06-01
102761,16926598,House,38000000,Lahore,Punjab,31.434522,74.266148,6,6,2019-06-26,Tanoli Brother Real Estate & Builders,Muhammad Tufail,5445.0,2019,6,2019-06-01
102763,16926619,House,40000000,Lahore,Punjab,31.434522,74.266148,6,6,2019-06-26,Tanoli Brother Real Estate & Builders,Muhammad Tufail,5445.0,2019,6,2019-06-01
102765,16926646,House,41000000,Lahore,Punjab,31.434522,74.266148,6,6,2019-06-26,Tanoli Brother Real Estate & Builders,Muhammad Tufail,5445.0,2019,6,2019-06-01
102767,16926693,House,41000000,Lahore,Punjab,31.40537,74.257078,7,7,2019-06-26,Tanoli Brother Real Estate & Builders,Muhammad Tufail,5445.0,2019,6,2019-06-01
102769,16925295,House,13500000,Rawalpindi,Punjab,33.495991,73.100195,5,5,2019-06-27,Land Masters,Iqtadar Sherazi,1905.757,2019,6,2019-06-01
102772,16925697,House,4200000,Rawalpindi,Punjab,33.550869,73.056182,2,2,2019-06-27,Al Malik Enterprises,Malik Muhammad Imran,1089.004,2019,6,2019-06-01
102774,16925795,House,19000000,Rawalpindi,Punjab,33.482606,73.092105,4,4,2019-06-29,Shakil Associates,Col R Shakil,2722.51,2019,6,2019-06-01
102775,16926051,House,14000000,Rawalpindi,Punjab,33.485576,73.08393,6,5,2019-07-01,Property. PK,Asif Raja,2178.008,2019,7,2019-07-01
102776,16926138,Flat,3350000,Rawalpindi,Punjab,33.550623,73.123112,1,1,2019-06-27,ZEM Builders,Muhammad Touqeer,6261.772999999999,2019,6,2019-06-01
102777,16926153,House,15000000,Rawalpindi,Punjab,33.495991,73.100195,6,4,2019-06-27,Faisalabad Real Estate,M Farhan Ashraf,19874.323,2019,6,2019-06-01
102778,16926329,House,22000000,Rawalpindi,Punjab,33.543004,73.067576,4,4,2019-06-27,Friends Real Estate,Chaudhary Shaukat Ali,2722.51,2019,6,2019-06-01
102779,16926330,House,22500000,Rawalpindi,Punjab,33.543004,73.067576,5,5,2019-06-27,Friends Real Estate,Chaudhary Shaukat Ali,2722.51,2019,6,2019-06-01
102780,16926331,House,35000000,Rawalpindi,Punjab,33.543004,73.067576,5,5,2019-06-27,Friends Real Estate,Chaudhary Shaukat Ali,5445.0,2019,6,2019-06-01
102781,16926332,House,16000000,Rawalpindi,Punjab,33.567664,73.052858,6,6,2019-06-27,Friends Real Estate,Chaudhary Shaukat Ali,2722.51,2019,6,2019-06-01
102782,16926498,House,16500000,Rawalpindi,Punjab,33.567664,73.052858,4,4,2019-06-27,World Link Real Estate,Manzoor Jalip,2994.7609999999995,2019,6,2019-06-01
102783,16926500,House,17000000,Rawalpindi,Punjab,33.567664,73.052858,5,5,2019-06-27,World Link Real Estate,Manzoor Jalip,3267.012,2019,6,2019-06-01
102784,16926503,House,14000000,Rawalpindi,Punjab,33.567664,73.052858,4,4,2019-06-27,World Link Real Estate,Manzoor Jalip,1905.757,2019,6,2019-06-01
102785,16926505,House,11000000,Rawalpindi,Punjab,33.567664,73.052858,4,4,2019-06-27,World Link Real Estate,Manzoor Jalip,1361.255,2019,6,2019-06-01
102786,16923840,House,260000,Karachi,Sindh,24.805045,67.064323,6,5,2019-06-26,Monarch Realtor And Developers,Mohammad Sajid Arain,5445.0,2019,6,2019-06-01
102787,16923847,Flat,38000,Karachi,Sindh,24.905628,67.074788,3,3,2019-07-13,Zakria Real Estate & Marketing,Faisal Aziz,12795.797,2019,7,2019-07-01
102788,16923922,House,225000,Karachi,Sindh,24.810265,67.043552,6,6,2019-06-25,UR Property,Mahmood Karim,5445.0,2019,6,2019-06-01
102789,16923977,House,230000,Karachi,Sindh,24.805045,67.064323,6,5,2019-07-03,Property Prime Time,IKRAM HAMEED,5445.0,2019,7,2019-07-01
102790,16924060,Upper Portion,60000,Karachi,Sindh,24.912026,67.130733,3,3,2019-06-25,Ahmed Enterprises,Mir Salman Khan,3267.012,2019,6,2019-06-01
102792,16924356,Upper Portion,120000,Karachi,Sindh,24.805045,67.064323,0,3,2019-06-26,Estate Inn,Armaghan Asif,5445.0,2019,6,2019-06-01
102794,16924495,Flat,145000,Karachi,Sindh,24.893299,67.103462,5,5,2019-06-26,AL-Behr Associates,M Yasin,50910.937,2019,6,2019-06-01
102795,16924614,Upper Portion,150000,Karachi,Sindh,24.824093,67.061405,0,0,2019-06-26,Estate Inn,Armaghan Asif,65340.0,2019,6,2019-06-01
102796,16924706,House,275000,Karachi,Sindh,24.864595,67.066126,7,7,2019-07-04,City Estate,Jawed Ahmed,70785.0,2019,7,2019-07-01
102798,16924842,House,36000000,Karachi,Sindh,24.93591,67.152597,6,6,2019-06-27,Danish Associates,Niaz Ali,2722.51,2019,6,2019-06-01
102799,16924878,House,34000000,Karachi,Sindh,24.93591,67.152597,6,6,2019-06-27,Danish Associates,Muhammad Saleem,26136.096,2019,6,2019-06-01
102800,16924922,House,36000000,Karachi,Sindh,24.93591,67.152597,6,6,2019-06-27,Danish Associates,Muhammad Saleem,26136.096,2019,6,2019-06-01
102803,16925146,Flat,2800000,Karachi,Sindh,24.907871,67.115263,2,2,2019-06-27,Mehmood Estate,Malik Usman Mehmood,9801.036,2019,6,2019-06-01
102804,16925164,House,27000000,Karachi,Sindh,24.894076,67.027715,6,5,2019-06-27,Johar Estate,Mr Arif Iqbal,5445.0,2019,6,2019-06-01
102805,16925206,House,23500000,Karachi,Sindh,24.99027,67.072667,0,0,2019-06-27,AB Real Estate,ABReal Estate,26136.096,2019,6,2019-06-01
102806,16925231,House,23500000,Karachi,Sindh,24.995238,67.064924,0,0,2019-06-27,AB Real Estate,ABReal Estate,26136.096,2019,6,2019-06-01
102807,16925241,House,17000000,Karachi,Sindh,24.894076,67.027715,5,4,2019-07-02,Johar Estate,Mr Arif Iqbal,3811.514,2019,7,2019-07-01
102809,16925356,Flat,504000,Karachi,Sindh,25.050147,67.0261,2,2,2019-06-28,Al Meraj Estate,Muhammad Meraj,7623.027999999999,2019,6,2019-06-01
102810,16925362,Flat,502000,Karachi,Sindh,25.050147,67.0261,2,2,2019-06-27,Al Meraj Estate,Muhammad Meraj,7623.027999999999,2019,6,2019-06-01
102811,16925370,Flat,500000,Karachi,Sindh,25.050147,67.0261,2,2,2019-06-27,Al Meraj Estate,Muhammad Meraj,7623.027999999999,2019,6,2019-06-01
102813,16925398,House,67500000,Karachi,Sindh,24.82004213,67.0630036,5,5,2019-06-27,M N B Associates,MNasir,3267.012,2019,6,2019-06-01
102815,16925587,Penthouse,1100000,Karachi,Sindh,24.831727,67.043931,1,1,2019-06-27,Faisal Estate,Muhammad Faisal,6534.023999999999,2019,6,2019-06-01
102816,16925637,House,34000000,Karachi,Sindh,24.911536,67.132028,3,3,2019-06-27,Zai Estate & Advertisers,Nasir Jamal Sajjad,26136.096,2019,6,2019-06-01
102818,16925695,Flat,4500000,Karachi,Sindh,24.938913,67.140593,2,2,2019-06-27,Mughal Real Estate Property Advisor & Construction,"Shahrukh Baig, Khurram Baig, Danish Zaheer",13884.801,2019,6,2019-06-01
102819,16925698,Flat,15000000,Karachi,Sindh,24.912128,67.099257,3,3,2019-06-27,Chaar Diwari Real Estate,Syed Shayan Ali,19874.323,2019,6,2019-06-01
102821,16925736,House,15000000,Karachi,Sindh,24.923142,67.134826,5,4,2019-06-27,Shah Associates,Shahzaib Ali,23958.088,2019,6,2019-06-01
102822,16925869,House,65000000,Karachi,Sindh,24.928318,67.092855,9,9,2019-06-27,Ahmed Enterprises,Mir Salman Khan,26136.096,2019,6,2019-06-01
102824,16925940,House,9900000,Karachi,Sindh,24.894076,67.027715,3,3,2019-06-27,HomeLand Enterprises,Shehbaz Malik,2178.008,2019,6,2019-06-01
102825,16925960,House,65000000,Karachi,Sindh,24.928318,67.092855,9,9,2019-06-27,Ahmed Enterprises,Muhammad Karim,26136.096,2019,6,2019-06-01
102826,16925969,House,14000000,Karachi,Sindh,24.894076,67.027715,3,3,2019-06-27,HomeLand Enterprises,Qasim Iqbal,1361.255,2019,6,2019-06-01
102827,16926072,House,14000000,Karachi,Sindh,25.06194115,67.32157898,3,3,2019-06-27,HomeLand Enterprises,Shaheryar Zaman,1361.255,2019,6,2019-06-01
102830,16926177,Upper Portion,5100000,Karachi,Sindh,24.91493,67.026644,2,2,2019-06-27,Zaid Estate Agency,M. Umair Aurangzaib,11706.793,2019,6,2019-06-01
102831,16926322,House,75000000,Karachi,Sindh,24.957832,67.193077,5,5,2019-06-27,Friends Real Estate,Chaudhary Shaukat Ali,5445.0,2019,6,2019-06-01
102832,16926324,Flat,32000000,Karachi,Sindh,24.951049,67.186459,3,3,2019-06-27,Friends Real Estate,Chaudhary Shaukat Ali,31581.116,2019,6,2019-06-01
102833,16926366,House,11000000,Karachi,Sindh,25.061941,67.32158,3,3,2019-06-27,HomeLand Enterprises,Asad Abbas,1361.255,2019,6,2019-06-01
102835,16926422,House,13000000,Karachi,Sindh,25.058062,67.306626,4,3,2019-06-27,HomeLand Enterprises,Asad Abbas,2178.008,2019,6,2019-06-01
102838,16926533,Flat,11500000,Karachi,Sindh,24.93591,67.152597,3,3,2019-06-26,Chaar Diwari Real Estate,Safeer Abbas,18240.817,2019,6,2019-06-01
102840,16926617,Flat,12500000,Karachi,Sindh,24.9374,67.148679,3,3,2019-06-27,Shafi Enterprises,Syed Yasir Zeeshan,13068.048,2019,6,2019-06-01
102841,16926633,House,18000000,Karachi,Sindh,24.964623,67.168558,3,3,2019-06-27,HomeLand Enterprises,Shahrukh Khan,26136.096,2019,6,2019-06-01
